game_id,objective_MostInvestors,objective_MostEngineers,objective_NewWorldExplorer,objective_BasicGoodsProducer,objective_ExplorerTrader,objective_LuxuryFactories,objective_SingleIslandBonus,objective_MostExpeditionCards,objective_ExtraAction,objective_ArtifactBonus,objective_NewWorldProductFactories,objective_AnimalBonus,objective_ArtisanGoodsFactories,objective_MostTradeChips,objective_PrestigeFactories,objective_ResidentCardsPenalty,objective_EngineerGoodsFactories,objective_DiscardResidentCard,objective_InvestorExhaustForGold,objective_MostResidentsTotal,rounds_played,game_end_status,winner_player,player_id_p1,seat_position_p1,is_start_player_p1,start_cards_l2_count_p1,start_cards_l5_count_p1,start_cards_l7_count_p1,start_reward_upgrade_count_p1,start_reward_tradepoints_count_p1,start_reward_gold_count_p1,start_reward_extraaction_count_p1,start_reward_expedition_count_p1,start_reward_discard_count_p1,start_reward_explorationpoints_count_p1,start_reward_freegoodschoice_count_p1,start_reward_gold_and_tradepoints_count_p1,strategy_name_p1,fulfill_needs_count_p1,final_points_p1,rank_p1,is_winner_p1,player_id_p2,seat_position_p2,is_start_player_p2,start_cards_l2_count_p2,start_cards_l5_count_p2,start_cards_l7_count_p2,start_reward_upgrade_count_p2,start_reward_tradepoints_count_p2,start_reward_gold_count_p2,start_reward_extraaction_count_p2,start_reward_expedition_count_p2,start_reward_discard_count_p2,start_reward_explorationpoints_count_p2,start_reward_freegoodschoice_count_p2,start_reward_gold_and_tradepoints_count_p2,strategy_name_p2,fulfill_needs_count_p2,final_points_p2,rank_p2,is_winner_p2,player_id_p3,seat_position_p3,is_start_player_p3,start_cards_l2_count_p3,start_cards_l5_count_p3,start_cards_l7_count_p3,start_reward_upgrade_count_p3,start_reward_tradepoints_count_p3,start_reward_gold_count_p3,start_reward_extraaction_count_p3,start_reward_expedition_count_p3,start_reward_discard_count_p3,start_reward_explorationpoints_count_p3,start_reward_freegoodschoice_count_p3,start_reward_gold_and_tradepoints_count_p3,strategy_name_p3,fulfill_needs_count_p3,final_points_p3,rank_p3,is_winner_p3
134,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,200,,2,2,1,1,7,2,0,0,3,0,1,0,0,0,1,0,shipBuilding,76,153,3,0,0,2,0,7,2,0,1,4,2,0,0,1,0,0,0,explorationFocus,135,159,2,0,1,3,0,7,2,0,1,1,2,1,0,0,0,0,0,eliteResidentProduction,79,162,1,1
135,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,125,,2,1,1,1,7,2,0,2,2,0,0,1,0,0,0,0,factoryVariety,96,155,1,1,2,2,0,7,2,0,2,4,0,1,0,0,0,0,0,eliteResidentProduction,85,116,3,0,0,3,0,7,2,0,1,2,1,1,0,1,0,0,0,balanced,148,153,2,0
136,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,90,,1,2,1,1,7,2,0,1,0,1,1,1,0,0,0,0,balanced,37,88,2,0,0,2,0,7,2,0,2,2,1,2,0,0,0,0,0,adaptiveResidentStrategy,103,150,1,1,1,3,0,7,2,0,0,1,1,1,0,1,0,0,0,balanced,64,85,3,0
137,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,103,,2,0,1,1,7,2,0,0,2,1,0,0,1,1,0,0,explorationFocus,124,114,3,0,1,2,0,7,2,0,1,1,1,2,0,0,0,0,0,balanced,106,141,1,1,2,3,0,7,2,0,4,0,0,0,0,0,0,0,0,factoryVariety,129,129,2,0
138,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,105,,1,1,1,1,7,2,0,2,0,1,0,0,2,0,0,0,shipBuilding,111,83,3,0,2,2,0,7,2,0,3,2,0,0,1,0,0,0,0,eliteResidentProduction,147,133,1,1,0,3,0,7,2,0,0,2,0,0,1,1,0,0,0,eliteResidentProduction,61,133,1,1
139,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,173,,2,0,1,1,7,2,0,0,0,0,1,0,1,0,0,0,adaptiveResidentStrategy,115,132,2,0,1,2,0,7,2,0,1,3,2,0,0,1,0,0,0,explorationFocus,117,156,1,1,2,3,0,7,2,0,0,4,0,1,0,0,0,0,0,shipBuilding,141,82,3,0
140,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,205,,3,1,1,1,7,2,0,2,1,1,1,0,0,0,0,0,balanced,111,84,3,0,2,2,0,7,2,0,0,3,1,0,1,1,0,0,0,balanced,138,106,1,1,0,3,0,7,2,0,1,0,1,0,1,1,0,0,0,balanced,48,92,2,0
141,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,135,,3,0,1,1,7,2,0,1,0,1,0,0,2,0,0,0,shipBuilding,137,104,2,0,1,2,0,7,2,0,1,3,1,0,1,0,0,1,0,factoryVariety,60,101,3,0,2,3,0,7,2,0,3,1,0,0,1,1,0,0,0,factoryVariety,76,149,1,1
142,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,73,,3,1,1,1,7,2,0,1,1,2,0,0,1,1,0,0,explorationFocus,147,105,3,0,2,2,0,7,2,0,2,0,0,1,0,0,1,0,0,eliteResidentProduction,45,152,1,1,0,3,0,7,2,0,1,3,1,2,0,0,0,0,0,explorationFocus,147,126,2,0
143,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,85,,2,0,1,1,7,2,0,3,1,1,0,0,1,0,0,0,explorationFocus,109,82,3,0,1,2,0,7,2,0,2,3,1,0,0,0,1,0,0,shipBuilding,105,149,1,1,2,3,0,7,2,0,1,1,0,1,0,0,1,0,0,explorationFocus,126,113,2,0
144,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,64,,3,2,1,1,7,2,0,3,4,0,1,0,0,0,0,0,shipBuilding,151,157,1,1,0,2,0,7,2,0,1,1,2,1,0,0,1,0,0,eliteResidentProduction,70,145,2,0,1,3,0,7,2,0,0,1,0,1,1,0,0,0,0,explorationFocus,103,141,3,0
145,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,145,,1,1,1,1,7,2,0,1,1,0,2,0,0,0,0,0,shipBuilding,84,119,2,0,2,2,0,7,2,0,1,2,0,0,1,1,0,0,0,explorationFocus,126,108,3,0,0,3,0,7,2,0,2,0,0,0,1,1,0,0,0,explorationFocus,154,121,1,1
146,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,210,,2,1,1,1,7,2,0,2,2,1,0,1,0,0,0,0,explorationFocus,108,154,1,1,2,2,0,7,2,0,1,4,0,0,0,0,1,0,0,balanced,99,114,3,0,0,3,0,7,2,0,1,2,0,0,0,2,0,0,0,shipBuilding,129,125,2,0
147,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,77,,1,1,1,1,7,2,0,1,1,1,0,0,1,0,0,0,explorationFocus,115,141,2,0,2,2,0,7,2,0,0,2,1,1,0,0,1,0,0,explorationFocus,131,123,3,0,0,3,0,7,2,0,3,2,2,0,0,0,0,0,0,factoryVariety,35,163,1,1
148,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,113,,1,0,1,1,7,2,0,2,2,1,0,0,0,1,0,0,shipBuilding,47,133,1,1,1,2,0,7,2,0,1,2,0,1,1,0,0,0,0,explorationFocus,52,96,3,0,2,3,0,7,2,0,2,1,1,1,0,0,0,0,0,eliteResidentProduction,89,115,2,0
149,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,222,,3,0,1,1,7,2,0,3,2,1,0,0,1,0,0,0,adaptiveResidentStrategy,67,85,3,0,1,2,0,7,2,0,2,1,2,0,1,0,0,0,0,balanced,59,93,2,0,2,3,0,7,2,0,1,1,0,1,0,1,0,0,0,balanced,104,101,1,1
150,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,164,,3,1,1,1,7,2,0,2,1,1,2,0,0,0,0,0,adaptiveResidentStrategy,96,123,3,0,2,2,0,7,2,0,0,2,1,1,0,1,0,0,0,adaptiveResidentStrategy,145,164,1,1,0,3,0,7,2,0,2,2,1,0,0,2,0,0,0,balanced,78,123,3,0
151,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,173,,3,2,1,1,7,2,0,0,3,2,1,0,0,1,0,0,explorationFocus,69,146,1,1,0,2,0,7,2,0,0,1,1,1,1,0,0,0,0,adaptiveResidentStrategy,43,104,3,0,1,3,0,7,2,0,2,2,1,1,0,0,0,0,0,eliteResidentProduction,121,123,2,0
152,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,55,,1,2,1,1,7,2,0,2,3,0,1,0,0,0,1,0,eliteResidentProduction,97,139,2,0,0,2,0,7,2,0,2,1,2,0,1,0,0,0,0,adaptiveResidentStrategy,131,151,1,1,1,3,0,7,2,0,1,1,1,0,0,1,1,0,0,adaptiveResidentStrategy,30,82,3,0
153,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,300,aborted_300_rounds,2,0,1,1,7,2,0,0,3,1,1,0,0,1,0,0,explorationFocus,123,139,2,0,1,2,0,7,2,0,1,3,0,0,0,1,0,0,0,shipBuilding,62,160,1,1,2,3,0,7,2,0,2,1,3,1,1,0,0,0,0,shipBuilding,81,128,3,0
154,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,153,,2,1,1,1,7,2,0,0,3,1,0,0,0,1,0,0,adaptiveResidentStrategy,73,133,1,1,2,2,0,7,2,0,1,0,1,2,0,0,0,0,0,factoryVariety,129,103,3,0,0,3,0,7,2,0,1,0,2,0,0,1,0,1,0,factoryVariety,137,125,2,0
155,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,217,,3,0,1,1,7,2,0,2,1,2,0,0,1,0,0,0,explorationFocus,149,94,2,0,1,2,0,7,2,0,1,2,0,2,0,0,0,0,0,factoryVariety,61,93,3,0,2,3,0,7,2,0,1,1,2,1,0,1,0,0,0,balanced,149,146,1,1
156,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,245,,1,0,1,1,7,2,0,1,4,0,1,0,1,0,0,0,balanced,152,143,1,1,1,2,0,7,2,0,0,0,3,1,0,0,0,1,0,explorationFocus,136,142,2,0,2,3,0,7,2,0,4,1,0,0,0,0,0,0,0,balanced,101,135,3,0
157,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,217,,3,0,1,1,7,2,0,2,1,1,0,0,0,0,0,0,shipBuilding,118,89,3,0,1,2,0,7,2,0,2,1,0,1,0,1,0,0,0,eliteResidentProduction,57,130,2,0,2,3,0,7,2,0,3,1,1,0,1,0,0,1,0,eliteResidentProduction,50,131,1,1
158,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,178,,2,2,1,1,7,2,0,1,4,1,0,0,0,0,1,0,eliteResidentProduction,140,84,3,0,0,2,0,7,2,0,1,1,1,1,0,0,1,0,0,adaptiveResidentStrategy,101,112,2,0,1,3,0,7,2,0,2,0,0,1,0,0,0,0,0,factoryVariety,88,161,1,1
159,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,190,,2,1,1,1,7,2,0,2,1,0,0,0,1,0,0,0,explorationFocus,83,145,1,1,2,2,0,7,2,0,1,0,3,0,0,1,0,1,0,shipBuilding,60,113,3,0,0,3,0,7,2,0,1,2,1,1,0,0,0,0,0,eliteResidentProduction,127,141,2,0
160,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,115,,1,1,1,1,7,2,0,1,1,1,0,0,1,0,1,0,factoryVariety,151,138,2,0,2,2,0,7,2,0,1,2,1,1,0,1,0,0,0,eliteResidentProduction,111,132,3,0,0,3,0,7,2,0,3,0,0,0,0,0,1,1,0,eliteResidentProduction,67,147,1,1
161,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,123,,3,2,1,1,7,2,0,1,2,0,2,0,0,0,0,0,balanced,143,140,1,1,0,2,0,7,2,0,3,0,1,0,1,0,0,0,0,balanced,46,92,3,0,1,3,0,7,2,0,0,4,0,0,1,0,0,0,0,adaptiveResidentStrategy,150,96,2,0
162,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,275,,1,2,1,1,7,2,0,1,1,1,0,0,2,0,0,0,adaptiveResidentStrategy,77,110,3,0,0,2,0,7,2,0,1,1,1,0,0,1,1,0,0,adaptiveResidentStrategy,117,160,1,1,1,3,0,7,2,0,2,1,0,1,0,0,0,0,0,shipBuilding,47,118,2,0
163,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,155,,1,0,1,1,7,2,0,1,3,1,1,0,0,0,0,0,balanced,96,151,1,1,1,2,0,7,2,0,3,1,1,1,0,0,0,0,0,eliteResidentProduction,105,92,3,0,2,3,0,7,2,0,0,1,1,0,1,1,0,0,0,shipBuilding,109,128,2,0
164,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,300,aborted_300_rounds,3,1,1,1,7,2,0,0,1,1,1,0,0,1,0,0,eliteResidentProduction,118,96,2,0,2,2,0,7,2,0,1,0,3,1,0,1,0,0,0,eliteResidentProduction,96,99,1,1,0,3,0,7,2,0,1,3,0,0,0,0,1,0,0,adaptiveResidentStrategy,57,92,3,0
165,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,210,,2,1,1,1,7,2,0,1,1,0,1,0,0,0,0,0,factoryVariety,59,139,1,1,2,2,0,7,2,0,2,4,1,0,0,0,0,0,0,eliteResidentProduction,99,121,3,0,0,3,0,7,2,0,0,3,1,0,1,1,0,0,0,factoryVariety,44,126,2,0
166,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,300,aborted_300_rounds,2,1,1,1,7,2,0,1,2,1,2,0,0,0,0,0,adaptiveResidentStrategy,144,133,1,1,2,2,0,7,2,0,1,2,3,1,0,0,0,0,0,balanced,55,118,2,0,0,3,0,7,2,0,2,1,2,0,0,2,0,0,0,eliteResidentProduction,146,98,3,0
167,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,125,,3,1,1,1,7,2,0,2,0,0,0,1,1,0,0,0,shipBuilding,55,102,3,0,2,2,0,7,2,0,2,2,0,0,0,1,0,0,0,factoryVariety,38,129,1,1,0,3,0,7,2,0,3,1,1,0,0,0,1,0,0,balanced,80,118,2,0
168,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,90,,1,2,1,1,7,2,0,3,1,1,0,0,1,1,0,0,balanced,45,95,2,0,0,2,0,7,2,0,2,0,0,0,1,0,1,0,0,adaptiveResidentStrategy,51,124,1,1,1,3,0,7,2,0,1,3,2,0,1,0,0,0,0,adaptiveResidentStrategy,78,90,3,0
169,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,103,,2,0,1,1,7,2,0,1,2,1,0,1,0,0,1,0,explorationFocus,75,116,3,0,1,2,0,7,2,0,1,1,1,1,0,0,0,0,0,adaptiveResidentStrategy,152,143,1,1,2,3,0,7,2,0,1,0,2,0,0,1,0,1,0,explorationFocus,64,139,2,0
170,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,105,,2,0,1,1,7,2,0,3,1,1,0,0,1,0,0,0,balanced,51,141,3,0,1,2,0,7,2,0,4,2,0,0,0,0,0,0,0,explorationFocus,136,157,1,1,2,3,0,7,2,0,1,2,1,2,0,0,0,0,0,adaptiveResidentStrategy,58,143,2,0
171,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,173,,2,2,1,1,7,2,0,2,2,0,1,0,0,1,0,0,explorationFocus,72,97,3,0,0,2,0,7,2,0,1,2,0,0,1,1,0,0,0,shipBuilding,51,103,2,0,1,3,0,7,2,0,0,2,2,1,0,1,0,0,0,explorationFocus,67,154,1,1
172,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,205,,1,1,1,1,7,2,0,1,2,2,1,0,0,0,0,0,balanced,91,85,2,0,2,2,0,7,2,0,4,2,1,0,0,0,0,0,0,eliteResidentProduction,107,82,3,0,0,3,0,7,2,0,1,1,1,2,0,0,0,0,0,eliteResidentProduction,31,142,1,1
173,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,135,,3,1,1,1,7,2,0,4,0,0,1,0,0,1,0,0,eliteResidentProduction,75,97,3,0,2,2,0,7,2,0,2,2,1,1,0,0,0,0,0,balanced,147,139,1,1,0,3,0,7,2,0,1,2,1,0,0,0,0,1,0,factoryVariety,125,138,2,0
174,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,73,,1,0,1,1,7,2,0,5,0,1,1,0,0,0,0,0,eliteResidentProduction,62,163,1,1,1,2,0,7,2,0,1,4,1,0,1,0,0,0,0,eliteResidentProduction,131,128,3,0,2,3,0,7,2,0,1,2,0,0,0,1,0,0,0,adaptiveResidentStrategy,39,139,2,0
175,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,85,,1,2,1,1,7,2,0,1,2,1,1,0,1,0,0,0,adaptiveResidentStrategy,125,116,3,0,0,2,0,7,2,0,1,2,2,0,0,0,0,0,0,explorationFocus,144,144,1,1,1,3,0,7,2,0,2,2,0,2,0,0,0,0,0,adaptiveResidentStrategy,128,141,2,0
176,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,64,,3,2,1,1,7,2,0,1,2,1,0,0,1,0,1,0,balanced,110,143,1,1,0,2,0,7,2,0,2,1,1,0,0,1,1,0,0,eliteResidentProduction,66,82,3,0,1,3,0,7,2,0,3,2,0,1,0,0,0,0,0,balanced,64,89,2,0
177,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,145,,1,0,1,1,7,2,0,1,2,0,1,0,0,0,1,0,factoryVariety,29,165,1,1,1,2,0,7,2,0,2,0,1,0,0,1,1,0,0,balanced,86,131,2,0,2,3,0,7,2,0,1,2,2,1,0,0,1,0,0,adaptiveResidentStrategy,31,110,3,0
178,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,210,,2,0,1,1,7,2,0,2,0,1,0,1,1,0,0,0,explorationFocus,135,127,2,0,1,2,0,7,2,0,0,1,1,0,0,2,0,0,0,adaptiveResidentStrategy,86,151,1,1,2,3,0,7,2,0,1,4,1,1,0,0,0,1,0,factoryVariety,127,106,3,0
179,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,77,,1,1,1,1,7,2,0,2,2,2,1,0,0,0,0,0,factoryVariety,39,127,3,0,2,2,0,7,2,0,3,1,0,1,0,0,0,0,0,factoryVariety,79,127,3,0,0,3,0,7,2,0,1,1,2,0,0,1,0,1,0,factoryVariety,121,157,1,1
180,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,113,,3,0,1,1,7,2,0,1,2,0,2,0,0,0,0,0,balanced,106,126,2,0,1,2,0,7,2,0,1,1,2,0,0,0,1,1,0,eliteResidentProduction,140,105,3,0,2,3,0,7,2,0,2,2,1,1,0,0,0,0,0,balanced,89,142,1,1
181,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,222,,2,2,1,1,7,2,0,1,2,0,1,0,1,0,0,0,explorationFocus,36,96,3,0,0,2,0,7,2,0,3,0,2,1,0,0,0,0,0,balanced,154,108,2,0,1,3,0,7,2,0,1,1,0,1,0,0,1,0,0,explorationFocus,130,156,1,1
182,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,164,,2,0,1,1,7,2,0,1,2,1,0,0,0,0,1,0,factoryVariety,61,89,3,0,1,2,0,7,2,0,1,1,2,1,0,0,0,1,0,explorationFocus,88,132,1,1,2,3,0,7,2,0,2,1,0,1,0,1,0,0,0,factoryVariety,67,132,1,1
183,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,173,,3,2,1,1,7,2,0,2,1,1,0,0,2,0,0,0,factoryVariety,111,162,1,1,0,2,0,7,2,0,0,2,0,1,0,0,0,1,0,adaptiveResidentStrategy,134,86,3,0,1,3,0,7,2,0,2,2,0,0,0,0,0,1,0,shipBuilding,32,106,2,0
184,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,55,,1,0,1,1,7,2,0,2,2,2,1,0,0,0,0,0,adaptiveResidentStrategy,102,142,1,1,1,2,0,7,2,0,3,0,1,0,0,1,0,0,0,factoryVariety,59,110,3,0,2,3,0,7,2,0,2,0,0,0,0,1,1,0,0,factoryVariety,127,141,2,0
185,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,300,aborted_300_rounds,3,0,1,1,7,2,0,1,0,2,0,1,0,1,0,0,adaptiveResidentStrategy,73,130,3,0,1,2,0,7,2,0,0,2,2,1,0,0,0,1,0,balanced,119,141,2,0,2,3,0,7,2,0,1,2,1,1,0,0,1,0,0,explorationFocus,42,143,1,1
186,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,153,,2,0,1,1,7,2,0,0,3,0,1,0,1,0,0,0,balanced,57,114,3,0,1,2,0,7,2,0,2,1,0,2,0,0,0,0,0,factoryVariety,149,147,1,1,2,3,0,7,2,0,3,1,1,0,0,1,0,0,0,adaptiveResidentStrategy,94,117,2,0
187,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,217,,3,2,1,1,7,2,0,1,0,2,2,0,0,0,0,0,balanced,83,158,1,1,0,2,0,7,2,0,1,1,2,0,0,1,1,0,0,adaptiveResidentStrategy,88,122,2,0,1,3,0,7,2,0,0,3,2,1,1,0,0,0,0,factoryVariety,78,120,3,0
188,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,245,,1,1,1,1,7,2,0,1,2,0,0,0,0,1,0,0,adaptiveResidentStrategy,85,89,3,0,2,2,0,7,2,0,2,2,2,0,0,0,0,0,0,adaptiveResidentStrategy,31,152,2,0,0,3,0,7,2,0,1,0,2,0,0,0,1,1,0,balanced,111,154,1,1
189,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,217,,1,2,1,1,7,2,0,2,2,1,0,0,1,0,0,0,balanced,117,84,3,0,0,2,0,7,2,0,1,3,0,1,0,1,0,0,0,factoryVariety,102,153,1,1,1,3,0,7,2,0,1,1,0,0,0,0,1,1,0,factoryVariety,140,107,2,0
190,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,178,,2,1,1,1,7,2,0,2,2,0,2,0,0,0,0,0,adaptiveResidentStrategy,81,165,1,1,2,2,0,7,2,0,2,0,1,1,1,0,0,0,0,balanced,143,137,3,0,0,3,0,7,2,0,2,2,0,0,0,1,0,0,0,adaptiveResidentStrategy,29,142,2,0
191,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,190,,3,0,1,1,7,2,0,0,4,1,1,0,0,0,0,0,adaptiveResidentStrategy,73,130,2,0,1,2,0,7,2,0,4,1,1,1,0,0,0,0,0,eliteResidentProduction,124,119,3,0,2,3,0,7,2,0,2,1,0,1,0,0,0,0,0,factoryVariety,68,145,1,1
192,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,115,,2,1,1,1,7,2,0,5,2,1,0,0,0,0,0,0,shipBuilding,66,94,1,1,2,2,0,7,2,0,0,2,0,0,0,1,1,0,0,balanced,46,87,3,0,0,3,0,7,2,0,3,1,2,1,0,1,0,0,0,balanced,67,91,2,0
193,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,123,,3,1,1,1,7,2,0,2,2,0,1,1,0,0,0,0,eliteResidentProduction,29,142,2,0,2,2,0,7,2,0,2,0,1,0,0,0,0,1,0,balanced,104,148,1,1,0,3,0,7,2,0,2,2,0,1,0,1,0,0,0,factoryVariety,90,126,3,0
194,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,275,,3,0,1,1,7,2,0,3,0,1,0,0,0,0,0,0,eliteResidentProduction,58,99,3,0,1,2,0,7,2,0,1,1,1,1,0,0,0,1,0,adaptiveResidentStrategy,123,124,2,0,2,3,0,7,2,0,1,1,1,1,0,1,0,0,0,eliteResidentProduction,62,165,1,1
195,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,155,,3,2,1,1,7,2,0,1,2,0,0,0,2,0,0,0,explorationFocus,110,164,1,1,0,2,0,7,2,0,1,1,1,0,0,1,0,1,0,balanced,133,100,2,0,1,3,0,7,2,0,3,0,2,0,0,0,0,0,0,eliteResidentProduction,109,87,3,0
196,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,300,aborted_300_rounds,1,0,1,1,7,2,0,1,2,0,0,0,2,0,0,0,balanced,91,146,1,1,1,2,0,7,2,0,3,2,0,0,0,0,1,0,0,shipBuilding,150,136,2,0,2,3,0,7,2,0,2,1,1,0,1,1,0,0,0,factoryVariety,81,118,3,0
197,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,210,,3,2,1,1,7,2,0,1,2,1,2,0,0,0,0,0,factoryVariety,131,149,1,1,0,2,0,7,2,0,2,0,1,0,0,1,1,0,0,adaptiveResidentStrategy,82,92,3,0,1,3,0,7,2,0,2,2,0,0,0,1,0,1,0,adaptiveResidentStrategy,96,124,2,0
198,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,115,,1,2,1,1,7,2,0,1,3,1,0,0,1,0,0,0,balanced,139,142,2,0,0,2,0,7,2,0,3,0,0,1,0,0,0,1,0,factoryVariety,99,146,1,1,1,3,0,7,2,0,1,3,2,0,1,0,0,0,0,eliteResidentProduction,83,121,3,0
199,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,114,,3,1,1,1,7,2,0,2,2,0,1,0,0,0,1,0,shipBuilding,143,98,3,0,2,2,0,7,2,0,1,3,1,1,0,1,0,0,0,shipBuilding,123,155,1,1,0,3,0,7,2,0,3,2,0,0,0,1,0,0,0,adaptiveResidentStrategy,139,153,2,0
200,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,133,,1,1,1,1,7,2,0,1,3,0,0,0,0,1,0,0,balanced,104,159,2,0,2,2,0,7,2,0,1,1,2,1,0,1,0,0,0,explorationFocus,60,153,3,0,0,3,0,7,2,0,1,1,0,0,0,1,0,0,0,balanced,48,162,1,1
201,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,200,,3,0,1,1,7,2,0,1,2,1,1,0,0,1,0,0,eliteResidentProduction,118,116,3,0,1,2,0,7,2,0,2,1,0,0,1,0,0,0,0,explorationFocus,47,139,2,0,2,3,0,7,2,0,0,1,2,1,1,0,0,0,0,adaptiveResidentStrategy,62,151,1,1
202,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,125,,3,1,1,1,7,2,0,2,2,0,0,1,0,0,0,0,factoryVariety,119,142,2,0,2,2,0,7,2,0,3,0,0,0,0,1,0,1,0,explorationFocus,118,163,1,1,0,3,0,7,2,0,1,1,3,0,0,1,0,0,0,adaptiveResidentStrategy,135,136,3,0
